finished	medkorrekt	hpo_id	hpo_label	definition	MANUAL PREFERED LABEL	MANUAL PREFERRED DEFINITION	OFFICIAL COMMENT	chemical_phenotype	correct_pattern	KM review	defined_class	defined_class_name	anatomical_entity	anatomical_entity_label	location	biological_process	biological_process_label	chemical_entity	chemical_entity_label	role	role_label	add_definitions	add_synonym	curator_comment	time
to do	ignore	HP:0033484	Elevated circulating linoleylcarnitine concentration	Increased concentration of linoleylcarnitine in the blood circulation.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033484				UBERON:0000178										
to do	ignore	HP:0033502	Abnormal esterified to free carnitine ratio	Any deviation from the normal ratio of acylcarnitine (i.e., esterified carnitine) to free carnitine.				Yes	ratio	OK	HP:0033502				UBERON:0000178										
to do	ignore	HP:0033504	Elevated circulating fumarate concentration	An increased concentration of fumarate, an intermediate in the citric acid cycle, in the blood circulation.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033504				UBERON:0000178										
to do	ignore	HP:0033527	Decreased gonadotropin-stimulated testosterone-to-androstenedione ratio	A reduced amount of testosterone relative in androstenedione in the blood circulation following administration of hCG (Human Chorionic Gonadotropin).				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0033527				UBERON:0000178										
to do	next	HP:0033534	Increased circulating brain natriuretic peptide concentration	An increased concentration of brain natriuretic peptide in the blood circulation.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	OK	HP:0033534				UBERON:0000178			http://purl.obolibrary.org/obo/PR_P16860  http://purl.obolibrary.org/obo/CHEBI_80234	natriuretic peptides B (human) / Brain natriuretic peptide					PR: Selected human specific; species neutral term exists (http://purl.obolibrary.org/obo/PR_000011375).  CHEBI: species neutral term.  	4
to do	ignore	HP:0033597	Decreased mucosal sucrase-isomaltase activity	Reduced activity of the linked disaccharidase, sucrase-isomaltase, which is a glycoprotein localized to the brush border membrane of small intestinal villi.				Yes	activity	OK	HP:0033597				UBERON:0000178										
to do	ignore	HP:0033626	Increased non-HDL cholesterol concentration	Increase above normal levels of non-HDL cholesterol in the blood. Non-HDL cholesterol is total cholesterol minus high-density lipoprotein HDL-cholesterol (high-density lipoprotein-cholesterol).				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033626				UBERON:0000178										
to do	ignore	HP:0033643	Increased circulating very long-chain fatty acid concentration	Increased concentation of very long-chain fatty acids in the blood circulation. Very long-chain fatty acids are fatty acids (FAs) with a chain-length of 22 or more carbons.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033643				UBERON:0000178										
to do	ignore	HP:0033644	Elevated circulating erythropoietin concentration	Increased concentration of erythropoietin in the blood circulation. Erythropoietin is a glycoprotein hormone produced by the peritubular cells of the kidney that stimulates red blood cell production.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033644				UBERON:0000178										
to do	ignore	HP:0033799	Abnormal circulating sex hormone concentration	Any deviation from the normal concentration of a sex hormone in the blood circulation				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0033799				UBERON:0000178										
to do	ignore	HP:0033809	Increased circulating 17 hydroxypregnenolone concentration	Increased concentration of 17alpha-hydroxypregnenolone in the blood circulation. 17alpha-hydroxypregnenolone is a 21-carbon steroid that is converted from pregnenolone by steroid 17-alpha-hydroxylase, as an intermediate in the biosynthesis of gonadal steroid hormones and adrenal corticosteroids.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033809				UBERON:0000178										
to do	ignore	HP:0033810	Decreased circulating dihydrotestosterone concentration	A reduced concentration of dihydrotestosterone in the blood circulation.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0033810				UBERON:0000178										
to do	ignore	HP:0033811	Abnormal circulating androstenedione concentration	Any deviation from the normal concentration of androstenedione in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0033811				UBERON:0000178										
to do	ignore	HP:0033812	Decreased circulating androstenedione concentration	Reduced concentration of androstenedione in the blood circulation.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0033812				UBERON:0000178									label typo	
to do	next	HP:0033833	Elevated circulating soluble CD25 concentration	Increased concentration of the interleukin-2 receptor alpha-chain (CD25) in the blood circulation. CD25 is shed upon immune activation. Increased levels of soluble CD25, therefore, are an indication of an on-going immune response.	Elevated circulating sCD25 concentration	The concentration of sCD25  (= soluble CD25, = soluble interleukin-2 receptor alpha-chain, = soluble IL-2 receptor alpha) in the blood circulation is above the upper limit of normal.	I prefer the abbreviation "sCD25". Full term(s) added in definition.     	Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	Ok	HP:0033833				UBERON:0000178			Not found						KI: Synonyms for soluble CD25 include soluble IL-2 receptor alpha (sIL-2Rα), soluble IL-2 Receptor, sCD25, and Interleukin-2 Receptor Alpha Chain (IL-2Ra).  Comments: Interleukin-2 receptor subunit alpha (IL-2Rα) is the transmembrane protein on the surface of activated immune cells, while soluble CD25 is the shed, free-floating form of that same protein found in the bloodstream.   Therefore, http://purl.obolibrary.org/obo/PR_P01589 interleukin-2 receptor subunit alpha (human) is not the correct match, because it refers to CD25 and not to soluble CD25 (sCD25).   http://purl.obolibrary.org/obo/PR_000060265 soluble interleukin-2 receptor (human) is not the correct match as well, because sCD25 is identical with interleukin-2 receptor subunit alpha.  For more information regarding soluble CD25 see e.g. PMID:29296904.	13
